ammocategory,battlevalue,category,componentsubtype,componenttype,damage,description_cost,description_id,heatdamage,heatgenerated,instability,inventorysize,prefabidentifier,rangesplit,tonnage,description_details,aoecapable,accuracymodifier,allowedlocations,attackrecoil,bonusvaluea,bonusvalueb,canthitunaffecedbypathing,componenttags_items,componenttags_tagsetsourcefile,criticalchancemultiplier,criticalcomponent,custom_category,custom_flags,damagevariance,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,evasivedamagemultiplier,evasivepipsignored,fireonsuccesshit,fireterrainchance,indirectfirecapable,maxrange,minrange,overheateddamagemultiplier,projectilespershot,refiremodifier,shotswhenfired,startingammocapacity,type,weaponeffectid,weaponsubtype,statuseffects,ammocategoryid,custom_bonusdescriptions,missilehealth,amsshootseveryattack,aparmorshardsmod,apcriticalchancemultiplier,apmaxarmorthickness,auras,custom_inventorysorter,isaams,isams,modes,notuseinmelee,improvedballistic,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorstable,custom_componentexplosion,projectilescale_x,projectilescale_y,projectilescale_z,weaponcategoryid,ballisticdamageperpallet,damagenotdivided,distantvariance,distantvariancereversed,firedelaymultiplier,isdamagevariation,isheatvariation,isstabilityvariation,volleydivisor,cooldown,custom_armorrepair,custom_color,custom_linked,custom_workordercosts,structuredamage,canexplode,additionaldata,custom_lootable,damageonjamming,amshitchance,aoeeffectsfalloff,projectilespeedmultiplier,amsimmune,aoedamage,aoeinstability,aoerange,directfiremodifier,aoeheatdamage,alwaysindirectvisuals,hitgenerator,streak,clearminefieldradius,fireterraincellradius,fireterrainstrength,chassistagsaccuracymodifiers_unit_vtol,unguided,deferredeffect_aoedamage,deferredeffect_aoeheatdamage,deferredeffect_aoeinstability,deferredeffect_aoerange,deferredeffect_firedurationwithoutforest,deferredeffect_fireterraincellradius,deferredeffect_fireterrainchance,deferredeffect_fireterrainstrength,deferredeffect_rangecolor,deferredeffect_sfx,deferredeffect_terrainvfx,deferredeffect_terrainvfxscale,deferredeffect_vfx,deferredeffect_vfxtime,deferredeffect_damageapplytime,deferredeffect_id,deferredeffect_rounds,deferredeffect_statuseffects,deferredeffect_statuseffectsrangefalloff,deferredeffect_sticky,deferredeffect_tempdesignmask,deferredeffect_tempdesignmaskcellradius,deferredeffect_text,deferredeffect_waitvfx,alternatedamagecalc,disableclustering,chassistagsaccuracymodifiers_unit_powerarmor,clusteringmodifier,missilevolleyintervalmultiplier,missilevolleysize,statuseffectsperhit,spreadrange,colorspeedchange,flatjammingchance,shotsperammo,apdamage,gunneryjammingbase,gunneryjammingmult,evasivepipsmods_damage,evasivepipsmods_generatedheat,evasivepipsmods_instablility,firedurationwithoutforest,armordamagemodifier,custom_activatablecomponent,custom_armactuator,isdamagemodifier,custom_handheld,custom_mechconfiguration,evasivepipsmods_apcriticalchancemultiplier,evasivepipsmods_accuracymodifier,evasivepipsmods_criticalchancemultiplier,evasivepipsmods_flatjammingchance,evasivepipsmods_refiremodifier,custom_criticaleffects,custom_vehiclecriticaleffects,destroyonjamming,iffdef
"""NotSet""",596,"""Energy""","""Weapon""","""Weapon""",100,1693440,"""Weapon_Laser_HyperLargeLaser""",0,72,10,4,"""Laser""","[240,450,750]",9,"""The RISC Hyper Laser is a experimental heavy laser derived from the Clan's Improved Heavy Laser family. Hyper Lasers are the ultimate development in the heavy lasers technology, but it was constructed by the RISC engineers, instead of the Clans. Thanks to the pushing the limits in laser shielding and plasma lasing chemistry, the Hyper Laser is a very destructive and extreme range weapon, but the thermal and physical stress of immense scale make this weapon very prone to explosive malfunction. <b><color=#099ff2>VOLATILE!</color></b> \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""LaserIns.{location}"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""w/e/l/heavy""}]","{""flags"":[""not_broken"",""not_destroyed""]}",0,"""uixSvgIcon_weapon_Energy""","""RISC""","""Large Laser""","""Hyper Laser""",true,10,"""Hyper Laser""","""All""",0,0,,0.425,false,840,0,0,1,0,1,0,"""Laser""","""WeaponEffect-Weapon_LaserPulse_Large""","""LargeLaser""",[],,"{""Bonuses"":[""HyperLaser: 90"",""ExplodiumFlat: 15%""]}",,,0.1,0.2,120,,"{""SortKey"":""02009""}",,,"[{""ColorChangeRule"":""t0"",""ColorSpeedChange"":0,""FlatJammingChance"":0.15,""GunneryJammingBase"":5,""GunneryJammingMult"":0.02,""Id"":""Std"",""UIName"":""STD"",""isBaseMode"":true},{""ColorChangeRule"":""t1"",""ColorSpeedChange"":0,""DamagePerShot"":40,""FlatJammingChance"":0.25,""GunneryJammingBase"":5,""GunneryJammingMult"":0.03,""HeatGenerated"":30,""Id"":""Overcharge"",""UIName"":""OC"",""isBaseMode"":false}]",,true,,,,,,"[{""C"":""#DAA520"",""I"":5},{""C"":""#FF8C00"",""I"":5}]","{""ExplosionDamage"":90,""HeatDamage"":50,""StabilityDamage"":30}",,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",272,"""Energy""","""Weapon""","""Weapon""",18,1527000,"""Weapon_Laser_LargeLaserERPulse_CLAN""",0,50,2.8,2,"""Laser""","[210,450,690]",6,"""The technicians of Clan Wolf were interested in creating an improved pulse laser with extended range. Unlike their Inner Sphere counterparts, who simply pumped more energy into a standard pulse laser, the Wolf techs combined the best features of their Pulse and Extended range lasers to create the ER Pulse Laser family.""",false,-1,"""All""",1,"""15 Var.Dmg.""","""Pulse Accuracy""",,"[""component_type_stock"",""LaserIns.{location}"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""w/e/l/erpulse""}]",,0,"""uixSvgIcon_weapon_Energy""","""CLAN""","""L ER Pulse Laser""","""L ER Pulse (C)""",true,10,"""L ER Pulse (C)""","""All""",0,1,,0.0725,false,900,0,0,1,0,3,0,"""Laser""","""WeaponEffect-Weapon_Laser_Large""","""LargeLaser""",[],,"{""Bonuses"":[""ERPulse"",""MultiLaser"",""DoesCluster""]}",,,0.1,0.034,20.4,,"{""SortKey"":""02010""}",,,,,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",296,"""Energy""","""Weapon""","""Weapon""",80,1411200,"""Weapon_Laser_ImprovedHeavyLargeLaser_CLAN""",0,56,13.3,3,"""Laser""","[150,300,450]",4,"""After the Star Adders introduced their Heavy Lasers, the other Clans started projects to duplicate or improve on them. Clan Goliath Scorpion was the first clan to introduce an effective Improved Heavy Laser, but it still possessed several tradeoffs that some warriors wouldn't accept. Most notable of these, it could explode if it suffered critical damage, much like a Gauss Rifle.""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/e/l/heavy""}]",,0,"""uixSvgIcon_weapon_Energy""","""CLAN""","""Large Laser""","""i. Heavy L Laser (C)""",true,10,"""L. i. Heavy Laser (C)""","""All""",0,0,,0.225,false,600,0,0,1,0,1,0,"""Laser""","""WeaponEffect-Weapon_LaserPulse_Large""","""LargeLaser""",[],,"{""Bonuses"":[""ImpHeavyLaser: 45""]}",,,0.1,0.16,96,,"{""SortKey"":""02008""}",,,,,true,,,,,"""t0""","[{""C"":""#FFD700"",""I"":7}]","{""ExplosionDamage"":45,""HeatDamage"":30,""StabilityDamage"":15}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",265,"""Energy""","""Weapon""","""Weapon""",17,1278000,"""Weapon_Laser_LargeLaserPulse_CLAN""",0,37,2.8,1,"""Laser""","[180,420,600]",6,"""An improvement upon standard Large Lasers, Large Pulse Lasers use pulses of light instead of a single beam. This results in better accuracy and damage output but with greatly increased heat and weight. Like all Lasers, Large Pulse Lasers enjoy a baseline accuracy bonus over other weapons.""",false,-1,"""All""",1,"""15 Var.Dmg.""","""Pulse Accuracy""",,"[""component_type_stock"",""LaserIns.{location}"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/e/l/pulse""}]",,0,"""uixSvgIcon_weapon_Energy""","""CLAN""","""Large Pulse Laser""","""L Pulse Laser (C)""",true,10,"""Large Pulse Laser (C)""","""All""",0,1,,0.065,false,840,0,0,1,0,3,0,"""Laser""","""WeaponEffect-Weapon_Laser_Large""","""LargeLaser""",[],,"{""Bonuses"":[""Pulse"",""MultiLaser"",""DoesCluster""]}",,,0.1,0.034,20.4,,"{""SortKey"":""02010""}",,,,,true,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",244,"""Energy""","""Weapon""","""Weapon""",80,1176000,"""Weapon_Laser_HeavyLargeLaser_CLAN""",0,56,13.3,3,"""Laser""","[150,300,450]",4,"""Clan Star Adder developed the Heavy Lasers to deal more damage, but with an increased heat output. In addition, interference with a BattleMech's sensors means that a Heavy Large Laser is penalized with a +1 to-hit modifier.""",false,1,"""All""",1,"""""","""""",,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/e/l/heavy""}]",,0,"""uixSvgIcon_weapon_Energy""","""CLAN""","""Large Laser""","""Heavy L Laser (C)""",true,10,"""L. Heavy Laser (C)""","""All""",0,0,,0.225,false,600,0,0,1,0,1,0,"""Laser""","""WeaponEffect-Weapon_LaserPulse_Large""","""LargeLaser""",[],,"{""Bonuses"":[""HeavyLaser""]}",,,0.1,0.16,96,,"{""SortKey"":""02008""}",,,,,true,,,,,"""t0""","[{""C"":""#FFD700"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",117,"""Energy""","""Weapon""","""Weapon""",13,972000,"""Weapon_Laser_MediumLaserERPulse_CLAN""",0,23,2,2,"""Laser""","[120,250,390]",2,"""The technicians of Clan Wolf were interested in creating an improved pulse laser with extended range. Unlike their Inner Sphere counterparts, who simply pumped more energy into a standard pulse laser, the Wolf techs combined the best features of their Pulse and Extended range lasers to create the ER Pulse Laser family.""",false,-1,"""All""",1,"""10 Var.Dmg.""","""Pulse Accuracy""",,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/e/l/erpulse""}]",,0,"""uixSvgIcon_weapon_Energy""","""CLAN""","""Med. ER Pulse Laser""","""M ER Pulse (C)""",true,10,"""Med. ER Pulse (C)""","""All""",0,1,,0.0425,false,500,0,0,1,0,3,0,"""Laser""","""WeaponEffect-Weapon_Laser_Medium""","""MediumLaser""",[],,"{""Bonuses"":[""ERPulse"",""MultiLaser"",""DoesCluster""]}",,,0.1,0.025,14.4,,"{""SortKey"":""02007""}",,,,,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,"""Cluster""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",178,"""Energy""","""Weapon""","""Weapon""",80,910000,"""Weapon_Laser_LargeLaserPulse_X""",0,40,13.3,1,"""Laser""","[150,300,450]",7,"""X-Pulse Lasers are an attempt by Federated Commonwealth technicians to increase the range of Pulse Lasers to compete with the longer ranges of standard models. X-Pulse lasers are not a new weapon per se, but an upgrade to Pulse Lasers that pushes extra energy through the system in order to extend the range.""",false,-1,"""All""",1,"""10 Var.Dmg.""","""Pulse Accuracy""",,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/e/l/x-pulse""}]",,0,"""uixSvgIcon_weapon_Energy""","""Defiance""","""Large X-Pulse Laser""","""L X-Pulse""",true,9,"""Large X-Pulse""","""All""",0,1,,0.07,false,600,0,0,1,2,1,0,"""Laser""","""WeaponEffect-Weapon_LaserPulse_Large""","""LargeLaser""",[],,"{""Bonuses"":[""XPulse"",""DmgFallOff: 55%""]}",,,0.1,0.16,96,,"{""SortKey"":""02010""}",,,,,true,,,,,"""Random""","[{""C"":""#B0E0E6"",""I"":8},{""C"":""#00BFFF"",""I"":8},{""C"":""#0000FF"",""I"":8},{""C"":""#483D8B"",""I"":8}]",,,,,,,,0.55,false,0.12,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",0,"""Energy""","""Weapon""","""Weapon""",28,910000,"""Weapon_Laser_Raventurret""",0,50,4.6,3,"""Laser""","[150,300,450]",7,"""Yeah, well so this is pretty much half of a Raven, its all there, Electronics Suite and even the whole Cockpit, so whoever drives it can shoot the still functioning Large X-Pulse Laser""",false,-1,"""Torso""",1,"""10 Var.Dmg.""","""Pulse Accuracy""",,"[""BLACKLISTED"",""component_type_variant"",""component_type_variant3"",""range_long"",""ElectronicCounterMeasures""]","""""",1,false,"[{""CategoryID"":""ECM""},{""CategoryID"":""Probe""},{""CategoryID"":""Turret""},{""CategoryID"":""w/e/l/laser""}]",,0,"""raven""","""Cracker Jack""","""Raven Turret""","""Raven Turret""",true,9,"""Polly""","""All""",0,1,,,false,510,0,0,1,0,3,0,"""Laser""","""WeaponEffect-Weapon_Laser_Large""","""LargeLaser""","[{""Description"":{""Details"":""Reduces effectiveness of stealthed and ECM shielded units"",""Icon"":""uixSvgIcon_status_ECM-ghost"",""Id"":""LV_PROBE_CARRIER"",""Name"":""Active Probe (Passive)""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""2"",""operation"":""Int_Add"",""statName"":""LV_PROBE_CARRIER""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":true,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet""}},{""Description"":{""Details"":""Provides detailed information on enemy units"",""Icon"":""uixSvgIcon_status_ECM-ghost"",""Id"":""LV_ADVANCED_SENSORS"",""Name"":""Advanced Sensors""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""2"",""operation"":""Int_Add"",""statName"":""LV_ADVANCED_SENSORS""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":true,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet""}},{""Description"":{""Details"":""+3 Turret mounted accuracy."",""Icon"":""uixSvgIcon_equipment_ActuatorArm"",""Id"":""Status-TurretAccuracy-{location}"",""Name"":""Turret Accuracy""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""-3"",""operation"":""Float_Add"",""statName"":""{location}.Accuracy""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""showInStatusPanel"":false,""showInTargetPreview"":false}},{""Description"":{""Details"":""Guardian ECM making this unit harder to hit."",""Icon"":""uixSvgIcon_equipment_Gyro"",""Id"":""GECMInterference"",""Name"":""GECM Interference""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.0"",""operation"":""Float_Add"",""statName"":""ToHitThisActor""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Active Null Signature Systems reduce visibility and grant Bulwark."",""Icon"":""uixSvgIcon_equipment_TTS"",""Id"":""Angel-Signature_Decrease_45"",""Name"":""Null Signature Systems""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.85"",""operation"":""Float_Multiply"",""statName"":""SensorSignatureModifier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Provides a +2 difficulty to hit bonus."",""Icon"":""uixSvgIcon_equipment_Gyro"",""Id"":""Angel-visi"",""Name"":""Active Stealth Armor""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.85"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Increased Sight/Sensors"",""Icon"":""uixSvgIcon_equipment_Cockpit"",""Id"":""BloodhoundProbe"",""Name"":""Bloodhound Probe""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.2"",""operation"":""Float_Multiply"",""statName"":""SensorDistanceAbsolute""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Increases spotting distance by 50m."",""Icon"":""uixSvgIcon_equipment_Cockpit"",""Id"":""BAP-Spotting_Gain-T1"",""Name"":""SPOTTING DISTANCE INCREASED""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.25"",""operation"":""Float_Multiply"",""statName"":""SpotterDistanceAbsolute""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""Pulse"",""MultiLaser"",""Turret: +3"",""Defense: +1"",""Sensors: +20%"",""Sight: +25%"",""IsProbe: 2"",""AdvancedSensors: 2"",""Signature: -15%"",""Visibility: -15%"",""IsECM: 3, 340"",""Jammer: 3, 190""]}",,,0.1,0.057,33.6,"[{""AllyStealthAffection"":""PositiveOne"",""ApplySelf"":true,""EnemyStealthAffection"":""None"",""Id"":""Gear_ZECM_ECM"",""IsNegativeToEnemy"":false,""IsPositiveToAlly"":true,""Name"":""ECM"",""Range"":300,""RemoveOnSensorLock"":false,""ReticleColor"":""#00f2ff"",""State"":""Persistent"",""ownerSFX"":[],""ownerVFX"":[],""removeOwnerSFX"":[],""removeOwnerVFX"":[],""removeTargetSFX"":[],""removeTargetVFX"":[],""statusEffects"":[{""Description"":{""Details"":""IPSUM SUCKUM"",""Icon"":""uixSvgIcon_status_ECM-missileDef"",""Id"":""LV_ECM_SHIELD"",""Name"":""ECM_Shield_Polly""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""3"",""operation"":""Int_Add"",""statName"":""LV_ECM_SHIELD""},""targetingData"":{""effectTargetType"":""AlliesWithinRange"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":340,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""Aura""}},{""Description"":{""Details"":""Counter for the number of ECM emitters currently affecting an actor with shielding."",""Icon"":""uixSvgIcon_status_ECM-missileDef"",""Id"":""LV_ECM_SHIELD_EMITTER_COUNT"",""Name"":""ECM Shield Emitter Count""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Add"",""statName"":""LV_ECM_SHIELD_EMITTER_COUNT""},""targetingData"":{""effectTargetType"":""AlliesWithinRange"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet""}}],""targetSFX"":[],""targetVFX"":[]},{""AllyStealthAffection"":""None"",""ApplySelf"":false,""EnemyStealthAffection"":""NegativeOne"",""HideOnNotSelected"":false,""Id"":""Gear_ZECM_ECM_JAMMER"",""IsNegativeToEnemy"":true,""IsPositiveToAlly"":false,""Name"":""JAMMER"",""Range"":320,""RemoveOnSensorLock"":false,""ReticleColor"":""#0066ff"",""State"":""Persistent"",""ownerSFX"":[],""ownerVFX"":[],""removeOwnerSFX"":[],""removeOwnerVFX"":[],""removeTargetSFX"":[],""removeTargetVFX"":[],""statusEffects"":[{""Description"":{""Details"":""Jamming ECM, reduces sensor checks for enemies in field"",""Icon"":""uixSvgIcon_action_sensorlock"",""Id"":""LV_ECM_JAM"",""Name"":""ECM Jammer""},""durationData"":{""duration"":-1,""stackLimit"":-1,""uniqueEffectIdStackLimit"":1},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""3"",""operation"":""Int_Add"",""statName"":""LV_ECM_JAMMED""},""targetingData"":{""effectTargetType"":""EnemiesWithinRange"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":true,""range"":190,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""Aura""}},{""Description"":{""Details"":""Counter for the number of ECM emitters currently affecting an actor with jamming."",""Icon"":""uixSvgIcon_status_ECM-missileDef"",""Id"":""LV_ECM_JAM_EMITTER_COUNT"",""Name"":""ECM Jamming Emitter Count""},""durationData"":{""duration"":-1,""stackLimit"":-1},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Add"",""statName"":""LV_ECM_JAM_EMITTER_COUNT""},""targetingData"":{""effectTargetType"":""EnemiesWithinRange"",""effectTriggerType"":""Passive"",""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet""}}],""targetSFX"":[],""targetVFX"":[]}]","{""SortKey"":""02010""}",,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",248,"""Energy""","""Weapon""","""Weapon""",55,900000,"""Weapon_Laser_LargeLaserER_CLAN""",0,45,7.5,1,"""Laser""","[240,450,750]",4,"""An improvement upon standard Large Lasers, Extended-Range Large Lasers extend their effective range at the cost of massive heat generation. Like all Lasers, ER Large Lasers enjoy a baseline accuracy bonus over other weapons.""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""LaserIns.{location}"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""w/e/l/er""}]",,0,"""uixSvgIcon_weapon_Energy""","""CLAN""","""Extended-Range Large Laser""","""ER L Laser (C)""",false,10,"""ER Large Laser (C)""","""All""",0,0,,0.15,false,900,0,0,1,0,1,0,"""Laser""","""WeaponEffect-Weapon_LaserER_Large""","""LargeLaser""",[],,"{""Bonuses"":[""ERLaser"",""IsLaser""]}",,,0.1,0.09,54,,"{""SortKey"":""02009""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NotSet""",207,"""Energy""","""Weapon""","""Weapon""",40,800000,"""Weapon_Grazer""",0,24,6.6,2,"""Laser""","[150,300,450]",7,"""The Grazer is one of many dead end attempts at producing a next generation directed energy weapon. Particles in the Gamma Ray range are not as easily stopped by solid matter as conventional light resulting in improved armor penetration, but only on par with an equivalent autocannon. Mounted on the, also experimental, Urbanlord, it proved effective in fighting to Free Tiaw...St. Ives. However the system was ultimately judged too difficult to manufacture on a large scale, and some mechwarriors reported finding it's multiple firing modes distracting and difficult to manage in the heat of battle. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/e/l/bombast""}]",,0,"""uixSvgIcon_weapon_Energy""","""Defiance""","""Grazer Large""","""Grazer Large""",true,10,"""Grazer Large""","""All""",0,0,,0.1125,false,600,0,0,1,0,1,0,"""Laser""","""WeaponEffect-Weapon_LaserPulse_Large""","""LargeLaser""",[],,"{""Bonuses"":[""Grazer""]}",,,1,0.5,80,,"{""SortKey"":""02008""}",,,"[{""Id"":""Std"",""UIName"":""STD"",""isBaseMode"":true},{""HeatGenerated"":12,""Id"":""ER"",""LongRange"":300,""MaxRange"":300,""MiddleRange"":150,""ShortRange"":90,""UIName"":""ER"",""isBaseMode"":false},{""AccuracyModifier"":-1,""DamagePerShot"":10,""EvasivePipsIgnored"":1,""FireDelayMultiplier"":0.1,""HeatGenerated"":6,""Id"":""Pulse"",""Instability"":4.3,""LongRange"":150,""MaxRange"":240,""MiddleRange"":120,""RefireModifier"":2,""ShortRange"":30,""UIName"":""Pulse"",""isBaseMode"":false}]",,true,,,,,"""Linear""","[{""C"":""#FF69B4"",""I"":5},{""C"":""#FF0000"",""I"":5},{""C"":""#FFA500"",""I"":5},{""C"":""#FFFF00"",""I"":5},{""C"":""#008000"",""I"":5},{""C"":""#40E0D0"",""I"":5},{""C"":""#4B0082"",""I"":5},{""C"":""#9400D3"",""I"":5}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
